codigo_unico,asunto,descripcion,tipo_tramite,prioridad_real
YAU-HIST-101268,Trámite de Constancia de Posesión - Diez,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Vial Micaela Villar 21.,Constancia de Posesión,Media
YAU-HIST-101269,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Realizo una consulta simple para solicitar información sobre los requisitos del trámite de inspección técnica de seguridad (itse).,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-101270,EMERGENCIA: Constancia de Posesión por grietas profundas en los muros de carga,Se presenta una situación de emergencia por grietas profundas en los muros de carga en Avenida de Salud Cruz 91 Puerta 3 . Existe un riesgo estructural inminente.,Constancia de Posesión,Urgente
YAU-HIST-101271,Trámite de Constancia de Posesión - Mujeres,Trámite regular para obtener la constancia de posesión del terreno denominado Calle de Carina Cantero 174 Apt. 56 .,Constancia de Posesión,Media
YAU-HIST-101272,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Se solicita apoyo de inmediato por grietas profundas en los muros de carga que amenaza la seguridad pública en Calle de Emilio Fuente 450.,Licencia de Funcionamiento,Alta
YAU-HIST-101273,Consulta / Copia: Queja por Servicios,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de queja por servicios.,Queja por Servicios,Baja
YAU-HIST-101274,Trámite de Queja por Servicios - Militar,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Vial de Kike Arnaiz 1.,Queja por Servicios,Media
YAU-HIST-101275,EMERGENCIA: Licencia de Edificación por deslizamiento de tierra en el talud colindante,Se solicita apoyo de inmediato por deslizamiento de tierra en el talud colindante que amenaza la seguridad pública en Ronda de Ale Mateos 10.,Licencia de Edificación,Urgente
YAU-HIST-101276,EMERGENCIA: Licencia de Funcionamiento por grietas profundas en los muros de carga,Se presenta una situación de emergencia por grietas profundas en los muros de carga en Paseo Ema Pinilla 9. Existe un riesgo estructural inminente.,Licencia de Funcionamiento,Urgente
YAU-HIST-101277,Trámite de Inspección Técnica de Seguridad (ITSE) - Les,Queja por servicios debido a fallas intermitentes en el alumbrado público de C. María Dolores Pi 76 Puerta 2 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-101278,Consulta / Copia: Licencia de Edificación,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-7357 presentado anteriormente.,Licencia de Edificación,Baja
YAU-HIST-101279,Trámite de Queja por Servicios - Volvió,Solicitud de licencia de edificación para ampliación de vivienda residencial en Ronda Mariana Arroyo 4.,Queja por Servicios,Media
YAU-HIST-101280,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por filtraciones severas de agua en las columnas,Se solicita apoyo de inmediato por filtraciones severas de agua en las columnas que amenaza la seguridad pública en Calle Edmundo Ródenas 14.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-101281,EMERGENCIA: Constancia de Posesión por hundimiento del suelo en el patio principal,Se solicita apoyo de inmediato por hundimiento del suelo en el patio principal que amenaza la seguridad pública en Urbanización de Luís Castilla 267 Puerta 1 .,Constancia de Posesión,Urgente
YAU-HIST-101282,Consulta / Copia: Licencia de Funcionamiento,Solicito información general sobre los planos catastrales de la zona de Paseo de Hernán Uría 83.,Licencia de Funcionamiento,Baja
YAU-HIST-101283,Trámite de Licencia de Funcionamiento - Yo,Queja por servicios debido a fallas intermitentes en el alumbrado público de Paseo de Luís Hidalgo 945 Puerta 1 .,Licencia de Funcionamiento,Media
YAU-HIST-101284,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Se solicita apoyo de inmediato por deslizamiento de tierra en el talud colindante que amenaza la seguridad pública en Cuesta de Lino Bermudez 92 Apt. 48 .,Licencia de Funcionamiento,Alta
YAU-HIST-101285,EMERGENCIA: Constancia de Posesión por cables eléctricos expuestos a la intemperie,Solicitud de inspección extraordinaria de seguridad en Acceso Luciana Cifuentes 4 debido a grietas graves y amenaza de derrumbe.,Constancia de Posesión,Urgente
YAU-HIST-101286,Consulta / Copia: Queja por Servicios,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Via de Alfonso Valenzuela 5 Piso 9 .,Queja por Servicios,Baja
YAU-HIST-101287,Trámite de Licencia de Edificación - Ninguna,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Avenida de Benito Lorenzo 167 Piso 6 .,Licencia de Edificación,Media
YAU-HIST-101288,Consulta / Copia: Queja por Servicios,Solicito información general sobre los planos catastrales de la zona de Glorieta Reynaldo Espinosa 18.,Queja por Servicios,Baja
YAU-HIST-101289,Urgente: Solicitud de Licencia de Edificación por riesgo,Se solicita apoyo de inmediato por debilitamiento de vigas por humedad extrema que amenaza la seguridad pública en Paseo María Carmen Oliveras 6 Piso 9 .,Licencia de Edificación,Alta
YAU-HIST-101290,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Alameda Lucila Roura 20.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-101291,EMERGENCIA: Licencia de Funcionamiento por hundimiento del suelo en el patio principal,Denuncia de riesgo estructural crítico en Paseo de Abigaíl Rodrigo 598 Apt. 67  por hundimiento del suelo en el patio principal. Se teme daño físico a las personas.,Licencia de Funcionamiento,Urgente
YAU-HIST-101292,Trámite de Queja por Servicios - Mantener,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Plaza Lisandro Lledó 4.,Queja por Servicios,Media
YAU-HIST-101293,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Se solicita apoyo de inmediato por debilitamiento de vigas por humedad extrema que amenaza la seguridad pública en Camino de Ruperto Arias 545 Puerta 4 .,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-101294,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Se solicita apoyo de inmediato por hundimiento del suelo en el patio principal que amenaza la seguridad pública en Cañada Cloe Montesinos 82.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-101295,Urgente: Solicitud de Licencia de Edificación por riesgo,Reporto peligro de colapso en Pasaje Agapito Soler 6 Piso 8  debido a hundimiento del suelo en el patio principal. Solicito inspección de inmediato.,Licencia de Edificación,Alta
YAU-HIST-101296,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Reporto peligro de colapso en Calle de Cruz Bernad 99 debido a debilitamiento de vigas por humedad extrema. Solicito inspección de inmediato.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-101297,Consulta / Copia: Constancia de Posesión,Solicito información general sobre los planos catastrales de la zona de Pasaje Geraldo Jordá 84 Apt. 32 .,Constancia de Posesión,Baja
YAU-HIST-101298,EMERGENCIA: Constancia de Posesión por filtraciones severas de agua en las columnas,Se solicita apoyo de inmediato por filtraciones severas de agua en las columnas que amenaza la seguridad pública en Urbanización Darío Arenas 88.,Constancia de Posesión,Urgente
YAU-HIST-101299,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por hundimiento del suelo en el patio principal,Se solicita apoyo de inmediato por hundimiento del suelo en el patio principal que amenaza la seguridad pública en Paseo Liliana Goñi 5 Piso 0 .,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-101300,Consulta / Copia: Queja por Servicios,Solicito duplicado del certificado de habitabilidad de la propiedad en Urbanización Pancho Canales 9 Piso 1 .,Queja por Servicios,Baja
YAU-HIST-101301,EMERGENCIA: Licencia de Edificación por filtraciones severas de agua en las columnas,Denuncia de riesgo estructural crítico en Glorieta Máximo Pera 71 por filtraciones severas de agua en las columnas. Se teme daño físico a las personas.,Licencia de Edificación,Urgente
YAU-HIST-101302,Urgente: Solicitud de Licencia de Edificación por riesgo,Solicitud de inspección extraordinaria de seguridad en Plaza Nacho Palomino 66 Piso 4  debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Alta
YAU-HIST-101303,Trámite de Constancia de Posesión - Nada,Trámite regular para obtener la constancia de posesión del terreno denominado Acceso Arsenio Manso 19.,Constancia de Posesión,Media
YAU-HIST-101304,Urgente: Solicitud de Constancia de Posesión por riesgo,Denuncia de riesgo estructural crítico en Pasadizo de Ligia Verdejo 753 por deslizamiento de tierra en el talud colindante. Se teme daño físico a las personas.,Constancia de Posesión,Alta
YAU-HIST-101305,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Realizo una consulta simple para solicitar información sobre los requisitos del trámite de inspección técnica de seguridad (itse).,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-101306,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Reporto peligro de colapso en Pasadizo Nazaret Aznar 978 Piso 5  debido a debilitamiento de vigas por humedad extrema. Solicito inspección de inmediato.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-101307,Urgente: Solicitud de Queja por Servicios por riesgo,Fuga de agua masiva y riesgo de corto circuito en Camino Lázaro Hervás 63 Apt. 75 . Requiero intervención urgente por peligro inminente.,Queja por Servicios,Alta
YAU-HIST-101308,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-8296 presentado anteriormente.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-101309,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-2783 presentado anteriormente.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-101310,Trámite de Licencia de Edificación - Varios,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Ronda Ileana Cervera 644.,Licencia de Edificación,Media
YAU-HIST-101311,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Realizo una consulta simple para solicitar información sobre los requisitos del trámite de inspección técnica de seguridad (itse).,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-101312,Urgente: Solicitud de Licencia de Edificación por riesgo,Se solicita apoyo de inmediato por filtraciones severas de agua en las columnas que amenaza la seguridad pública en Pasaje Albino Diaz 7.,Licencia de Edificación,Alta
YAU-HIST-101313,Consulta / Copia: Licencia de Funcionamiento,Solicito información general sobre los planos catastrales de la zona de Via de Edmundo Aragón 30 Apt. 28 .,Licencia de Funcionamiento,Baja
YAU-HIST-101314,Trámite de Constancia de Posesión - Teatro,Queja por servicios debido a fallas intermitentes en el alumbrado público de Acceso de Edu Quesada 234 Piso 5 .,Constancia de Posesión,Media
YAU-HIST-101315,Consulta / Copia: Licencia de Edificación,Solicito información general sobre los planos catastrales de la zona de Avenida Mamen Pacheco 86.,Licencia de Edificación,Baja
YAU-HIST-101316,Consulta / Copia: Constancia de Posesión,Solicito información general sobre los planos catastrales de la zona de Cuesta de Juana Cañizares 99 Apt. 20 .,Constancia de Posesión,Baja
YAU-HIST-101317,Trámite de Licencia de Edificación - Control,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en C. de Miguel Ángel Ródenas 58 Apt. 34 .,Licencia de Edificación,Media
YAU-HIST-101318,Trámite de Constancia de Posesión - Señor,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Camino Aura Zapata 586 Piso 6 .,Constancia de Posesión,Media
YAU-HIST-101319,Trámite de Licencia de Edificación - Izquierda,Queja por servicios debido a fallas intermitentes en el alumbrado público de Calle Odalys Galvez 58.,Licencia de Edificación,Media
YAU-HIST-101320,Trámite de Licencia de Funcionamiento - Personal,Queja por servicios debido a fallas intermitentes en el alumbrado público de Acceso Lucas Daza 5 Piso 7 .,Licencia de Funcionamiento,Media
YAU-HIST-101321,Trámite de Licencia de Funcionamiento - Nuevo,Queja por servicios debido a fallas intermitentes en el alumbrado público de Cañada Yéssica Jover 513.,Licencia de Funcionamiento,Media
YAU-HIST-101322,Consulta / Copia: Licencia de Edificación,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de edificación.,Licencia de Edificación,Baja
YAU-HIST-101323,Urgente: Solicitud de Licencia de Edificación por riesgo,Denuncia de riesgo estructural crítico en Cuesta Pepita Amigó 53 por debilitamiento de vigas por humedad extrema. Se teme daño físico a las personas.,Licencia de Edificación,Alta
YAU-HIST-101324,Trámite de Licencia de Edificación - Control,Solicitud de licencia de edificación para ampliación de vivienda residencial en Pasadizo de Edmundo Santiago 21 Piso 6 .,Licencia de Edificación,Media
YAU-HIST-101325,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por grietas profundas en los muros de carga,Solicitud de inspección extraordinaria de seguridad en Vial León Carnero 41 Puerta 1  debido a grietas graves y amenaza de derrumbe.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-101326,Urgente: Solicitud de Licencia de Funcionamiento por riesgo,Reporto peligro de colapso en Pasadizo Nico Llorente 28 Puerta 5  debido a filtraciones severas de agua en las columnas. Solicito inspección de inmediato.,Licencia de Funcionamiento,Alta
YAU-HIST-101327,Trámite de Licencia de Edificación - Existen,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Via de Julieta Vázquez 93.,Licencia de Edificación,Media
YAU-HIST-101328,Trámite de Queja por Servicios - Resultados,Solicitud de licencia de edificación para ampliación de vivienda residencial en Urbanización Emigdio Peñalver 53.,Queja por Servicios,Media
YAU-HIST-101329,EMERGENCIA: Licencia de Funcionamiento por deslizamiento de tierra en el talud colindante,Se solicita apoyo de inmediato por deslizamiento de tierra en el talud colindante que amenaza la seguridad pública en Rambla de Macarena Valdés 42.,Licencia de Funcionamiento,Urgente
